indice,timestamp,regiao,consumo,capacidade,prioridade,custo
1171,2026-02-18 19:00:00,Sul,926.78,1050.0,4,389.25
1172,2026-02-18 20:00:00,Nordeste,1165.77,1200.0,1,489.62
1173,2026-02-18 21:00:00,Norte,635.18,800.0,4,266.78
1174,2026-02-18 22:00:00,Centro-Oeste,629.84,950.0,2,264.53
1175,2026-02-18 23:00:00,Sudeste,896.06,1450.0,5,376.35
1176,2026-02-19 00:00:00,Sul,567.81,1050.0,2,238.48
1177,2026-02-19 01:00:00,Nordeste,657.14,1200.0,4,276.0
1178,2026-02-19 02:00:00,Norte,386.6,800.0,4,162.37
1179,2026-02-19 03:00:00,Centro-Oeste,418.17,950.0,1,175.63
1180,2026-02-19 04:00:00,Sudeste,608.44,1450.0,5,255.54
1181,2026-02-19 05:00:00,Sul,493.18,1050.0,3,207.14
1182,2026-02-19 06:00:00,Nordeste,699.89,1200.0,1,293.95
1183,2026-02-19 07:00:00,Norte,473.27,800.0,1,198.77
1184,2026-02-19 08:00:00,Centro-Oeste,602.13,950.0,2,252.9
1185,2026-02-19 09:00:00,Sudeste,1004.47,1450.0,5,421.88
1186,2026-02-19 10:00:00,Sul,759.83,1050.0,2,319.13
1187,2026-02-19 11:00:00,Nordeste,1039.88,1200.0,4,436.75
1188,2026-02-19 12:00:00,Norte,650.67,800.0,1,273.28
1189,2026-02-19 13:00:00,Centro-Oeste,808.87,950.0,1,339.72
1190,2026-02-19 14:00:00,Sudeste,1241.24,1450.0,5,521.32
1191,2026-02-19 15:00:00,Sul,945.99,1050.0,2,397.31
1192,2026-02-19 16:00:00,Nordeste,1029.69,1200.0,2,432.47
1193,2026-02-19 17:00:00,Norte,666.87,800.0,1,280.08
1194,2026-02-19 18:00:00,Centro-Oeste,910.43,950.0,3,382.38
1195,2026-02-19 19:00:00,Sudeste,1363.22,1450.0,5,572.55
1196,2026-02-19 20:00:00,Sul,843.58,1050.0,1,354.31
1197,2026-02-19 21:00:00,Nordeste,973.68,1200.0,4,408.95
1198,2026-02-19 22:00:00,Norte,554.39,800.0,1,232.84
1199,2026-02-19 23:00:00,Centro-Oeste,619.1,950.0,2,260.02
